sno,adate,rollno,h1,h2,h3,h4,h5,h6,h7,h8,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,remarks
1963,2019-01-11,173B1A0561,a,a,a,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1964,2019-01-11,173B1A0562,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1965,2019-01-11,173B1A0563,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1966,2019-01-11,173B1A0564,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1967,2019-01-11,173B1A0565,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1968,2019-01-11,173B1A0566,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1969,2019-01-11,173B1A0567,a,a,a,p,p,p,a,a,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1970,2019-01-11,173B1A0568,p,p,p,a,a,a,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1971,2019-01-11,173B1A0569,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1972,2019-01-11,173B1A0570,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1973,2019-01-11,173B1A0571,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1974,2019-01-11,173B1A0572,p,p,p,a,a,a,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1975,2019-01-11,173B1A0573,a,a,a,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1976,2019-01-11,173B1A0574,p,p,p,p,p,p,a,a,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1977,2019-01-11,173B1A0575,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1978,2019-01-11,173B1A0576,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1979,2019-01-11,173B1A0577,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1980,2019-01-11,173B1A0578,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1981,2019-01-11,173B1A0579,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1982,2019-01-11,173B1A0580,p,p,p,a,a,a,a,a,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1983,2019-01-11,173B1A0581,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1984,2019-01-11,173B1A0582,a,a,a,a,a,a,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1985,2019-01-11,173B1A0583,p,p,p,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1986,2019-01-11,173B1A0584,p,p,p,p,p,p,a,a,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1987,2019-01-11,173B1A0585,a,a,a,p,p,p,p,p,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-01,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-02,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL
1988,2019-01-17,183B5A0501,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1989,2019-01-17,183B5A0502,a,a,a,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1990,2019-01-17,183B5A0503,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1991,2019-01-17,183B5A0504,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1992,2019-01-17,183B5A0505,a,a,a,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1993,2019-01-17,183B5A0506,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1994,2019-01-17,173B1A0501,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1995,2019-01-17,173B1A0502,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1996,2019-01-17,173B1A0503,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1997,2019-01-17,173B1A0504,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1998,2019-01-17,173B1A0505,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
1999,2019-01-17,173B1A0506,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2000,2019-01-17,173B1A0507,a,a,a,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2001,2019-01-17,173B1A0508,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2002,2019-01-17,173B1A0509,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2003,2019-01-17,173B1A0510,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2004,2019-01-17,173B1A0511,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2005,2019-01-17,173B1A0512,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2006,2019-01-17,173B1A0513,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2007,2019-01-17,173B1A0514,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2008,2019-01-17,173B1A0515,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2009,2019-01-17,173B1A0516,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2010,2019-01-17,173B1A0517,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2011,2019-01-17,173B1A0518,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2012,2019-01-17,173B1A0519,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2013,2019-01-17,173B1A0520,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2014,2019-01-17,173B1A0521,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2015,2019-01-17,173B1A0522,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2016,2019-01-17,173B1A0523,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2017,2019-01-17,173B1A0524,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2018,2019-01-17,173B1A0525,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2019,2019-01-17,173B1A0526,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2020,2019-01-17,173B1A0527,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2021,2019-01-17,173B1A0528,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2022,2019-01-17,173B1A0529,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2023,2019-01-17,173B1A0530,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2024,2019-01-17,173B1A0531,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2025,2019-01-17,173B1A0532,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2026,2019-01-17,173B1A0534,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2027,2019-01-17,173B1A0535,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2028,2019-01-17,173B1A0536,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2029,2019-01-17,173B1A0537,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2030,2019-01-17,173B1A0538,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2031,2019-01-17,173B1A0539,a,a,a,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2032,2019-01-17,173B1A0540,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2033,2019-01-17,173B1A0541,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2034,2019-01-17,173B1A0542,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2035,2019-01-17,173B1A0543,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2036,2019-01-17,173B1A0544,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2037,2019-01-17,173B1A0545,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2038,2019-01-17,173B1A0546,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2039,2019-01-17,173B1A0547,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
2040,2019-01-17,173B1A0548,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,BTECH-CSE-R16-2-2-A-06,NULL,NULL,NULL
